filename,emotion,tempo,rms_mean,rms_std,spec_centroid_mean,spec_centroid_std,spec_bandwidth_mean,spec_bandwidth_std,spec_rolloff_mean,spec_rolloff_std,spec_flatness_mean,spec_flatness_std,zcr_mean,zcr_std,tonnetz_mean,tonnetz_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,contrast_1_mean,contrast_1_std,contrast_2_mean,contrast_2_std,contrast_3_mean,contrast_3_std,contrast_4_mean,contrast_4_std,contrast_5_mean,contrast_5_std,contrast_6_mean,contrast_6_std,contrast_7_mean,contrast_7_std
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_learn_angry.wav,angry,117.45383522727273,0.058688812,0.044513244,2884.0830240948685,2070.261966330954,2049.3125384195773,473.8345436098624,4715.33203125,2486.1944420678587,0.0154261,0.034478292,0.18072883450255103,0.21916446000671586,0.0035849723944225862,0.17280996935241819,-329.19443,98.13721,51.61514,72.06588,-9.528553,42.053204,12.773447,49.180096,-26.698559,32.89196,-7.9980187,31.24851,2.6570997,12.692596,-28.462637,23.901114,-6.064683,13.5752,-0.71113914,9.867831,-18.50626,16.985071,7.267547,18.227295,-15.230368,13.077317,0.326506,0.35319,0.3003008,0.32014146,0.26075011,0.30915785,0.25422305,0.3182147,0.2764872,0.3087218,0.17013894,0.18850318,0.20111021,0.26751742,0.2806592,0.28684583,0.3051008,0.3112648,0.41485685,0.37736708,0.39000753,0.34103552,0.32457563,0.32303268,17.544156003897065,6.2730177935652165,22.96545857924634,8.35274271398558,24.766792371642826,8.147317194280475,22.292309291791465,7.709339465416592,22.646323297873458,7.2043529677084805,24.301507721931507,7.058769057258172,48.55020236133252,4.493720371347782
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_lease_angry.wav,angry,123.046875,0.035812024,0.026060183,3987.5257804399457,2551.7262381344703,2191.730542997607,438.6250750242686,6097.30224609375,2649.259868568213,0.026671957,0.04437666,0.27113560267857145,0.28429343094659615,0.005242811952042427,0.13801286213853875,-360.93436,95.13801,12.184817,75.30921,7.5910606,40.98679,16.84266,41.66055,-13.799725,26.998577,-2.424168,29.196047,2.802691,12.078648,-14.1900215,27.392218,-7.0984025,16.25613,-7.050256,15.224515,-18.574793,14.573833,7.663052,16.330612,-8.8662,16.712416,0.35232338,0.36829293,0.35427132,0.36867586,0.27016768,0.30885777,0.2602551,0.29327968,0.22315821,0.28342652,0.17390707,0.24546944,0.23296624,0.29898447,0.2677607,0.28278863,0.35453844,0.35642785,0.3395641,0.33531627,0.31405395,0.33386964,0.30337575,0.33256745,17.96084851683288,5.275500268537095,21.472599400896613,8.992926126215373,23.365046745637624,9.984959446032343,19.116706898420897,6.8172913041017535,20.66914886391194,7.558693832153395,22.03397375061565,6.374423782842531,49.06005715994937,5.294420763828382
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_lid_angry.wav,angry,143.5546875,0.044979867,0.032184694,3334.0295986347737,2139.156267673314,2231.907767801575,437.11371351525025,5439.357326341712,2337.8990321482142,0.017352063,0.031330105,0.19779636548913043,0.2401710623929961,-0.013547378778904749,0.16605155197897828,-334.45587,86.98909,31.068335,69.431496,-2.6416125,39.796936,17.435305,42.640247,-22.056664,26.408361,-6.1718593,30.36675,-2.1046834,13.377261,-23.502699,22.889118,-5.230269,13.576602,-4.9939513,13.879445,-19.724236,13.715269,9.323594,18.837292,-13.868567,15.991534,0.30414474,0.3535467,0.332155,0.35736015,0.29542428,0.33164895,0.18512243,0.22966602,0.22534631,0.28940153,0.24363329,0.26945004,0.28055733,0.3224744,0.2985821,0.3322543,0.27218467,0.2945844,0.22735617,0.26054776,0.37666515,0.39590338,0.32829338,0.34077752,20.130767231348795,5.494024910520579,22.621913240644172,8.821067317616668,24.50198521005964,9.194233772267134,21.575849063717346,7.817174986606888,22.709689143075,8.835864781407622,22.969329457166978,6.987629164044802,49.4682159862047,6.136360089781166
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_life_angry.wav,angry,123.046875,0.06018502,0.04556356,3587.170932482982,2091.066934596034,2239.0566709486757,410.4010596623255,5932.886851917614,2286.3713369710263,0.05226562,0.104790695,0.24016779119318182,0.23818955661855304,-0.0009896784603026438,0.16319532510509094,-292.21484,78.37478,17.312874,68.46565,-8.75968,38.081738,8.943276,43.84257,-33.48253,31.141354,-6.782941,28.691393,-3.4944541,12.383455,-21.709478,19.661812,-6.454733,13.5932255,-3.325092,11.720416,-14.23989,16.18318,7.0067506,14.252013,-10.321375,13.833333,0.41838408,0.3528841,0.44679043,0.3773426,0.3103707,0.30185005,0.27090573,0.28624615,0.23373248,0.24662845,0.21427831,0.22987945,0.28872868,0.30385065,0.3237944,0.29291025,0.2906426,0.30675468,0.27227306,0.3123101,0.31044284,0.29690862,0.41239434,0.36174366,17.010541952356263,4.037495420402852,22.93671502307991,9.523637756162133,24.839271126786116,9.932944738851148,21.7250575291569,7.837106243058392,22.028253720112936,8.412752529525815,22.6698111611021,6.414345950830868,49.050397281106434,4.74663051017572
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_limb_angry.wav,angry,99.38401442307692,0.06722868,0.05731168,2797.743167910476,1809.2709300005447,2109.323856274889,388.78821625213305,4816.609899009146,2039.6156117186877,0.01437259,0.031070475,0.15479111089939024,0.1983069519768946,-0.0006043502835491359,0.14292126143077732,-284.1745,97.52846,55.57321,60.539753,-19.04989,38.995537,16.393568,38.44666,-21.51207,24.336441,-4.852835,30.20621,0.2238356,13.046871,-32.080994,22.41568,-3.1888313,14.014646,-0.7579805,13.24959,-12.436544,13.011293,11.3460045,17.302269,-13.727889,14.132896,0.27032286,0.30049303,0.26862216,0.33466604,0.24633384,0.32549828,0.25000015,0.30600646,0.32281113,0.3240047,0.26784414,0.32841206,0.2607595,0.3061089,0.2570478,0.30426964,0.2590617,0.27987346,0.3529567,0.36215475,0.3213549,0.29870394,0.2961865,0.31918243,17.49230646948398,5.4796297087109345,23.461589643867203,8.48222097546259,24.275846776695474,7.80902716900783,20.214507071136946,6.594404131568741,21.187429602128294,7.247438613946335,25.285608657148753,6.257646741921278,48.22530937789336,5.812744583284056
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_live_angry.wav,angry,135.99917763157896,0.057910487,0.052360035,3118.0389438325087,1703.3162000634065,2308.2275200676304,531.6100803907469,5611.008216594828,1993.5230355658464,0.026435575,0.04791975,0.1737663882902299,0.17978352319057636,0.003017067803304427,0.1806044127328538,-319.62817,96.055824,35.049847,52.524414,-11.893462,42.4609,11.782422,45.47554,-27.311499,21.585613,-6.880374,28.82475,-2.0453217,13.443726,-24.86948,23.49145,-4.6137495,12.971814,-2.6157806,10.897151,-17.473412,13.613464,10.087942,18.84429,-14.638869,12.843605,0.40772536,0.32314023,0.32560924,0.35963896,0.2557679,0.29899597,0.26732835,0.30464515,0.23039804,0.2765813,0.22669214,0.29096064,0.29010376,0.3043143,0.28773087,0.32489547,0.24713112,0.2814421,0.22272137,0.30045107,0.26726952,0.3056277,0.47460613,0.38333657,18.94817468805284,6.58002789992581,24.327629507891167,7.417136022492025,24.474392216908512,8.812827086373492,22.383383759236473,7.344606417484886,22.855237678735712,8.41096472796584,23.939692735927828,7.61983980996395,48.65211696434786,5.990436903550297
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_loaf_angry.wav,angry,123.046875,0.053763177,0.050964005,3433.9211986418713,2061.2149707457343,2245.6453316986353,498.54550138900925,5739.744015957447,2307.067010399974,0.054375745,0.10484906,0.2342814993351064,0.23241497012864393,-0.00419254917187672,0.16281511835327517,-330.75894,93.044304,28.282696,66.14938,-7.678918,41.102413,8.139899,43.86063,-30.696383,29.149649,-5.0630984,27.673384,0.27133927,12.980489,-24.1468,23.350868,-4.7867737,12.833282,-4.513301,14.390341,-13.2381525,16.341394,9.768053,16.866985,-12.623014,14.527563,0.47549033,0.3826002,0.42056024,0.3741826,0.32324505,0.31222636,0.3326552,0.331985,0.32765192,0.31824347,0.30300775,0.31509244,0.2509808,0.2846421,0.25987533,0.25892568,0.30261263,0.3215213,0.33465633,0.33600196,0.41743785,0.33029953,0.49102107,0.3725943,16.10471118861899,4.4901834160169924,21.98116798625404,9.187421999291411,23.357492947887383,9.239824507456214,21.420330746619914,7.550683394529984,22.41443368268514,8.841701681746041,22.728843164076014,8.484844472856345,47.97917251420746,6.6544131768321755
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_long_angry.wav,angry,129.19921875,0.04695245,0.032700144,3196.960111564927,2132.90834921034,2251.8424999414433,452.8757820956875,5426.598727318548,2295.5506690918173,0.014709591,0.030942092,0.1945196992607527,0.23196373882225696,-0.01433146411097957,0.1773420840277405,-342.17944,104.229645,36.12658,68.113976,-2.0675774,35.081802,5.4562407,42.175583,-31.286219,38.91079,-1.8356123,26.648363,2.356335,14.892687,-22.631489,22.914484,-4.5626273,12.51691,-7.950138,11.526081,-14.527085,12.517012,6.7420177,15.527179,-9.235639,17.713371,0.2990366,0.3153991,0.33477098,0.37062952,0.3130816,0.32223433,0.22390261,0.2769344,0.19126183,0.2536926,0.20882939,0.27854532,0.22675972,0.28814164,0.2580126,0.3148316,0.22620407,0.25610587,0.25565296,0.3091724,0.38439944,0.38966188,0.32231605,0.3241864,18.97095921554063,5.065136433192171,23.90905061720357,8.540055458044627,24.85865769233416,8.904992346311163,22.42278805712509,8.564805645631854,21.94994436112603,8.226875592045616,22.839179896527394,7.115244321004905,49.05440471256269,5.708467815742395
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_lore_angry.wav,angry,95.703125,0.06301642,0.045117278,2964.269420670617,2085.5877357525574,2074.4915269456264,384.71049359320716,4871.88720703125,2288.5154962951474,0.012508898,0.026162256,0.1844329833984375,0.22455219926668682,0.006106916589066141,0.18109759044441515,-309.25244,74.45037,46.741924,72.59975,-8.60371,44.31273,-0.2416033,50.547096,-38.530945,31.360275,-5.212397,30.780033,-1.3300456,13.109303,-26.595726,21.968649,-3.3118188,17.087166,-4.9539638,13.012645,-15.343814,14.755671,6.8505363,19.579758,-12.872299,13.1082735,0.40460396,0.373475,0.34764537,0.3655001,0.3038937,0.313765,0.27594963,0.3230617,0.16738899,0.20764738,0.22302067,0.2901599,0.19973868,0.21796598,0.29263625,0.31501377,0.31739306,0.36471736,0.25398466,0.29045302,0.32479656,0.30832326,0.38100645,0.3613188,18.04133336936748,5.218456372044606,24.584907879568664,8.349916782153903,24.727712184609857,9.119429861586466,23.68196181343683,8.771331692576169,24.372597188569273,8.495026446228144,24.207606855141265,6.634215840857734,48.82327665755608,5.549639041334291
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_lose_angry.wav,angry,129.19921875,0.03879335,0.027483413,3566.47210831247,2268.5027444603675,2323.7019068369746,480.3913645833407,5888.275505514706,2593.751520552881,0.028361455,0.047199186,0.22583486519607843,0.25060630415890184,0.002587878332441026,0.14489570247969744,-357.70386,104.0692,24.097128,67.88207,7.9477344,39.334568,14.096812,37.273373,-16.400621,24.41296,-1.448551,25.876188,-0.75998247,12.990821,-15.498263,21.783993,-7.2259765,13.122016,-5.171599,9.836104,-17.700907,16.364786,6.1818943,15.60879,-10.722545,16.94612,0.31938115,0.32646987,0.3686495,0.35375917,0.26422694,0.32573083,0.22610106,0.2798945,0.29521117,0.2998284,0.23198569,0.27149478,0.3395659,0.3659827,0.33399254,0.33957916,0.31697565,0.31612095,0.43407854,0.4088514,0.33078316,0.3460574,0.274743,0.30415872,19.274903598658884,5.975994977004013,22.961490691399785,9.298593166458186,24.451012051830993,9.445076557588262,19.557682884203803,7.414299274592995,20.876826718034653,8.149137214365943,22.248300420208214,6.503636497157775,49.18945421657686,6.39202326254
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_lot_angry.wav,angry,161.4990234375,0.06381039,0.055825014,3254.8572616152505,2115.322104630615,2133.269964216291,441.89557281498867,5378.793831758721,2403.7280692964177,0.034217697,0.056914218,0.20100722202034885,0.21672084726635377,-0.016777851496601097,0.13897333058018213,-310.01328,102.397194,41.673134,71.19823,-8.874555,41.5355,9.08817,36.598022,-27.285168,33.355026,-0.47599664,26.611555,3.2404037,12.073477,-15.968616,26.829584,-2.1459515,15.155458,-2.9474936,12.889164,-10.546063,14.70883,7.408709,16.9207,-9.3436365,12.532834,0.37734812,0.32120353,0.48033097,0.40901232,0.37684202,0.31841037,0.26885226,0.26393,0.19635496,0.22496358,0.26660264,0.3138266,0.25469807,0.24942638,0.27407512,0.3148856,0.30855748,0.3514662,0.29918528,0.33618903,0.29031733,0.29822037,0.37695885,0.35204524,16.316039499482844,5.203577305906646,20.8054678062983,8.72397733878254,22.472536944078232,9.096102553193369,20.707029303090625,7.449426754538147,21.490761142470088,8.122414210402098,21.655872673004467,7.441369775981908,48.36660907902969,5.569454037969968
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_love_angry.wav,angry,107.666015625,0.0675498,0.069303356,3136.1889595122693,2004.9988358830988,2268.7879889337855,520.9682953190918,5384.803097747093,2485.486834037802,0.03625027,0.0677939,0.19271211845930233,0.216816943446635,-0.007840980998355736,0.13984123103710078,-315.9989,129.45145,49.153053,60.259903,-8.375479,37.457664,8.230786,37.164413,-22.369637,32.480263,-2.8397033,27.613823,1.8354404,13.641759,-24.363264,22.170345,-4.9581666,14.429642,1.2821963,14.260772,-10.084061,17.793638,9.968872,15.369597,-8.449282,13.702782,0.36951607,0.37395424,0.3891119,0.34559566,0.3934727,0.38470736,0.29686692,0.31732827,0.31300625,0.30415273,0.3202802,0.32875824,0.27145097,0.304291,0.19975829,0.2173283,0.23016734,0.27677268,0.26408955,0.29176673,0.30876336,0.33202592,0.29739904,0.29980516,16.033968597126943,4.11886140692042,20.11751271434981,9.313315828139707,21.721669505467602,8.47154251120448,19.18469511770572,6.79802305015099,20.899142772254187,7.636728585997384,22.323007098360304,6.876358790661418,47.65678162468036,6.580896818349182
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_luck_angry.wav,angry,129.19921875,0.04969144,0.03832285,3367.8488585755576,2000.9610235796883,2233.376525156915,417.3252359140208,5686.8455366654825,2158.6461657987793,0.03712226,0.065271296,0.20740855823863635,0.22365462717053272,0.007026058380959219,0.17536295777799416,-322.61108,86.53008,29.951796,66.59015,-12.6270485,40.033985,12.899753,45.945656,-26.48311,30.81649,-2.8051596,28.144228,-0.44263065,10.862178,-24.29616,27.9434,-3.5430663,12.668847,-6.2086263,12.904837,-15.065085,16.273357,9.741165,18.387617,-12.119552,15.057115,0.36469755,0.34499955,0.37031972,0.36584306,0.27590075,0.2859624,0.24405085,0.2545288,0.35321915,0.36998904,0.26491225,0.29831403,0.18712746,0.24856736,0.24497089,0.30483732,0.25402644,0.29416567,0.31258515,0.31249416,0.3863371,0.3445101,0.3903674,0.33826792,17.939842560058498,4.993124488858427,21.849832356192675,9.77058258675539,23.755349561899767,10.52153467640746,20.805406419132364,8.087742038577991,22.326624400121997,8.47671463851005,23.238959209104777,8.5844033854886,48.67245845404122,5.319336219440177
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_make_angry.wav,angry,215.33203125,0.036762614,0.029441562,3346.150026190244,1975.828463703755,2315.057856105729,509.5441687607736,5613.866408327793,2388.9637038709016,0.03364479,0.058890395,0.1999979222074468,0.21493665586845961,-0.022150245244761356,0.1606374126145679,-364.8742,108.71443,29.96798,58.78935,2.1502886,31.96177,20.260765,48.320225,-19.642786,29.287792,-6.1499343,26.905266,1.7582572,12.887918,-19.516897,27.28307,-5.4479566,15.430043,-8.329414,12.58873,-14.709283,13.035004,6.346202,17.43484,-10.510221,18.61949,0.296362,0.31078574,0.33413222,0.35085326,0.303529,0.31991252,0.22038198,0.2537191,0.2255623,0.28054944,0.26554424,0.28321016,0.29503024,0.33515808,0.28191692,0.2789755,0.39863363,0.36161083,0.45786196,0.38793477,0.47855178,0.38505036,0.35994655,0.3237647,17.381954416011936,4.564369072484509,21.651502364653172,8.639525242210324,23.643563839238052,9.216132806204238,19.823229748505707,7.509455475766426,20.832541590091225,8.039475608748454,22.702833628247795,7.521893950282612,46.91227743225606,5.1068432752189645
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_match_angry.wav,angry,198.76802884615384,0.05938563,0.04720355,3498.32510082294,2102.6234588673315,2077.2216215913654,517.4529552586009,5535.788627292799,2343.7552684422303,0.023803817,0.036381334,0.22730553668478262,0.2288659228306586,-0.007747853439608397,0.16745792832142395,-311.91388,102.09864,11.479164,74.89303,-18.744928,52.86757,18.49519,42.847668,-18.308853,29.622467,-5.2860627,30.333344,-2.716146,12.369394,-15.900296,23.043404,-6.659348,12.765263,1.2575027,9.2176075,-20.594894,16.488213,8.1622715,14.863295,-10.739218,14.7323,0.43581334,0.38396767,0.41782665,0.3794722,0.32997724,0.33864596,0.24911112,0.2543111,0.23515965,0.26491648,0.2111928,0.2451006,0.2098491,0.21033137,0.2532665,0.27727085,0.31910068,0.30980292,0.31602493,0.2626332,0.5018453,0.37315327,0.46596566,0.342787,16.032306019244633,4.936009193696712,21.881750271129288,8.598996400448584,23.389270268282015,9.501923037247021,20.36919679448773,7.965822164093095,21.54730040978187,7.984713190797121,23.300218159173934,7.447999742636511,49.07340454705496,5.72727106729177
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_merge_angry.wav,angry,80.74951171875,0.066516146,0.0516365,3315.846183728949,1976.261718258701,2103.613916988305,421.475197857209,5317.7417717357675,2092.9113192542327,0.020221774,0.03719856,0.2073599938118812,0.2142012676441645,-0.0239635942980553,0.18866502193629062,-311.6461,79.99548,19.598812,75.2348,-16.933668,40.57638,7.957078,48.158405,-25.109735,26.590565,-0.056657545,32.143394,-4.164589,10.478095,-29.78401,29.029408,-4.435179,11.672092,-1.8374584,10.570262,-23.05412,17.521904,13.023651,18.069708,-11.6595955,15.817435,0.38272464,0.35293484,0.41746846,0.36197996,0.3563005,0.34499905,0.27041835,0.27938497,0.22670943,0.2610862,0.2093724,0.21181333,0.2778054,0.29713604,0.21749319,0.24798803,0.18827967,0.2163143,0.27743146,0.28603372,0.3951459,0.3394626,0.44028902,0.3718562,16.313065074792185,5.622506041971376,23.275990855434273,9.412674214922923,24.37164043058044,9.532431662797547,22.246850871294555,8.531596854598238,24.802074782213214,8.195219214070928,25.64073112233913,8.03583439791372,49.70953754667226,5.255392828646646
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_mess_angry.wav,angry,129.19921875,0.04517661,0.030696033,3922.451225540256,2580.402458394326,2093.251098026362,434.17192010548126,5911.455829326923,2713.75555618532,0.029023204,0.05311368,0.27386675824175827,0.27796190371088836,-0.01564498787397876,0.15963848817492038,-332.3319,90.06143,14.625955,78.72287,-1.7992285,46.92254,8.778385,45.83259,-10.882297,30.244364,-3.9963248,30.31656,-4.0854506,11.610225,-20.159885,26.99686,-1.0499796,12.122096,-1.7326875,11.3485,-17.878748,13.69158,11.126624,16.159708,-11.453739,15.175632,0.4327875,0.37647474,0.37926805,0.37233403,0.23444378,0.23611778,0.30394,0.3280728,0.20818947,0.23450507,0.19205911,0.2686477,0.20756254,0.26586348,0.22219653,0.24398181,0.34591007,0.37628976,0.35213822,0.2846565,0.40405005,0.3319829,0.41728985,0.31732032,16.841670348212805,4.748562251907077,21.779628349471448,9.00053957801796,22.00874727727737,9.349232422702547,19.986699528409954,7.172619282196012,21.334983822722972,7.5937877987531035,23.606416720410813,6.54091143031349,48.51498650009815,4.524526734973213
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_met_angry.wav,angry,99.38401442307692,0.056597024,0.050743002,3546.567889061794,2127.6882602337564,2303.0732665808973,497.82225183065754,5768.879699707031,2436.5012578244264,0.028499518,0.04079712,0.2218505859375,0.2207665019903827,-0.018475823582829932,0.11931492755692888,-313.67862,132.58525,28.972971,67.40115,1.7636411,40.971706,16.260715,43.143177,-9.523008,26.366198,-4.2539515,27.039364,1.7417084,15.089623,-12.300493,27.823517,-2.0523257,15.225668,5.224803,10.326585,-13.300951,16.690151,12.556149,18.448208,-9.421946,13.143169,0.35553545,0.29226735,0.42790642,0.3851961,0.34676665,0.33284494,0.26846468,0.25770888,0.24468978,0.28150856,0.269487,0.30108738,0.2674754,0.2914271,0.2759532,0.27699572,0.31068122,0.31635728,0.32196966,0.3038002,0.44617718,0.35798115,0.43793756,0.3600185,15.897647664897866,4.878242848921318,20.309069811445767,8.373007187982468,20.72896246799226,8.36293245073309,18.55363948280688,6.778808787383945,20.47529971895589,7.476164613146023,22.68520508054068,7.4405822692674395,48.35728115707258,4.612265521609009
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_mill_angry.wav,angry,123.046875,0.04890017,0.0381406,2981.4746912940545,2084.684309707756,2099.5091743121116,419.417734406708,4762.9052734375,2402.9402646515114,0.013622432,0.027791478,0.18506944444444445,0.2219059903439813,-0.025073971566132905,0.16028672416128836,-341.4538,93.52081,38.268612,66.25793,-11.996499,42.69107,15.905648,42.85046,-18.746922,35.87022,-9.635184,31.370043,1.0255616,13.024694,-29.10401,20.576088,-8.129455,10.252094,-1.994775,9.891903,-21.242603,15.542877,7.3003592,17.27068,-9.183287,11.951837,0.3293493,0.35447183,0.35184175,0.39451557,0.26639673,0.30205816,0.18060224,0.24619628,0.17901045,0.21576664,0.21629645,0.28858477,0.14824057,0.17420289,0.19860698,0.2539637,0.23496772,0.30366236,0.29754797,0.3318486,0.40531242,0.35772738,0.32686794,0.30159634,17.70100371600516,5.961948683893641,24.1454452174185,7.6922228721690695,25.896428722730963,7.874928855167803,22.587714441572462,7.807235276916491,22.983899346621435,8.617824652061058,23.92152012123322,7.583295710057178,48.63160671321761,5.069639614787147
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_mob_angry.wav,angry,143.5546875,0.042601027,0.027858647,3056.306233476416,1986.4727008373306,2306.7928773634962,453.9856832042112,5402.610447095788,2276.390246970913,0.01600546,0.027460873,0.1717476222826087,0.21880044852461375,-0.006937007560261026,0.16141970777275155,-339.336,103.778534,45.71771,59.98196,-0.79916614,30.105228,9.178742,38.82689,-29.772469,36.926746,-5.1302977,26.90743,6.3403554,13.535074,-19.817575,21.563555,-5.094912,14.881921,-3.1761587,14.571018,-18.666723,14.86891,6.815292,16.808193,-10.767822,15.084713,0.27980188,0.29353327,0.28476638,0.35048082,0.1684181,0.21251893,0.23568524,0.3015961,0.23671305,0.3002417,0.22064903,0.29339305,0.23253033,0.2795189,0.3061177,0.3567156,0.3774839,0.39108187,0.35827088,0.32729504,0.35832968,0.35455808,0.2869842,0.2938438,17.971808481408868,5.551022180679427,23.41073953705342,7.975028728833313,24.803795256919592,8.150026397793415,22.23676405353489,8.004592413100765,21.216524451149116,6.383337502191989,22.56038643266231,6.3896093124914115,49.392982978181614,6.263535889690362
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_mode_angry.wav,angry,107.666015625,0.06322792,0.047081,2638.1126802213826,1817.3896299367016,2034.963565624553,436.7459497153643,4519.897166792169,2172.4166983258874,0.010795547,0.027077455,0.14906697100903615,0.18406578669079265,0.008551362156429739,0.15432767509977727,-313.19284,116.357635,59.47058,62.63004,-19.964748,39.489227,18.147303,37.829,-16.547247,29.679974,-9.5912075,26.097422,4.8150434,18.218805,-26.322636,25.85104,-5.075914,14.14075,-0.28909498,12.961132,-14.917253,11.946072,13.099542,18.685902,-14.942237,13.660982,0.2904594,0.31818017,0.24069211,0.3117422,0.20831299,0.32513228,0.16445544,0.24123842,0.19692433,0.27842957,0.16647744,0.2579183,0.17711042,0.24448702,0.28584436,0.34382477,0.2864214,0.3363666,0.3865544,0.3736704,0.35434216,0.3527484,0.3298679,0.3378017,16.477970806089875,4.35639050784569,23.163286687356788,7.407014074251527,25.179638935782584,7.351201390741452,21.929947133605303,6.804407141433256,22.37066555564603,7.912953525183208,25.51026037423249,6.669727516657506,47.598142905397864,5.361608065318419
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_mood_angry.wav,angry,143.5546875,0.03342163,0.021599144,3004.8059496653277,2049.6780579619676,2272.4426593885746,454.99174286401086,5116.487068965517,2462.518688441008,0.017856512,0.031263996,0.16360228089080459,0.21572019703614828,0.023579178015445217,0.14106321921590517,-370.65018,103.78676,43.515396,64.29175,6.6702237,33.487907,26.101753,40.79659,-9.316102,26.108538,-2.0140984,27.215187,0.98910874,14.563133,-20.821642,26.041325,-8.58048,15.507648,-8.171173,12.428928,-19.55301,15.481024,4.162926,19.259277,-13.658582,15.959006,0.23200282,0.27508745,0.21230008,0.2849369,0.23136759,0.28910306,0.24569571,0.30215997,0.22893296,0.29454967,0.22789265,0.27593118,0.24956791,0.2795182,0.4165614,0.3696402,0.48722148,0.38122818,0.2999278,0.29441416,0.25721157,0.3259076,0.26275706,0.32857913,20.934564468886794,6.331982502535262,23.085159542518642,8.230469916224427,24.831112804223203,8.942506664217657,19.658761307838457,6.925878988386207,21.20576016674012,7.289360710831859,22.39478586327366,7.051947689091373,47.97182340747991,5.9716423041288
D:\AI\EmoSpeech\dataset\TESS\YAF_angry\YAF_moon_angry.wav,angry,95.703125,0.05447933,0.04133905,2735.913591816982,1925.8088986304833,2186.0365853663366,475.8874060845702,4652.409415409483,2295.9084082437766,0.014415027,0.03535629,0.15855670797413793,0.20558999028868613,0.009211193535904669,0.15405458158745328,-332.2273,114.02339,55.13839,59.431454,-6.879341,38.657677,21.68154,43.015945,-6.551781,27.162209,-8.811763,29.764006,5.2581105,12.74022,-27.134062,28.033567,-4.844937,13.513245,0.6682198,11.746857,-15.422949,14.503716,8.996374,17.463367,-15.252464,14.252067,0.25578701,0.32865265,0.25722453,0.33459622,0.22462665,0.33253682,0.22750148,0.31107906,0.16618407,0.23801927,0.16075191,0.21981515,0.26132786,0.328319,0.25634181,0.29052955,0.35688922,0.34473783,0.42850757,0.39875045,0.3208447,0.33258608,0.307898,0.32206193,16.581180848424054,5.042856730323375,22.87507108901466,8.018114223946034,25.025769404908047,8.022591592575878,19.7560295071712,6.261294782906143,21.337600649071494,7.307743326462148,25.283732389158956,7.530130701914189,48.29534175916824,5.820764822861227
